Label,area_0,area_1,area_2,area_3,area_4
Parasitized,14972.5,180.5,155.5,7.0,2.0
Parasitized,7951.0,108.5,0,0,0
Parasitized,39.5,2.5,2.0,2.0,2.0
Parasitized,15337.0,225.0,14.0,10.0,5.5
Parasitized,2463.5,158.5,12.5,11.5,2.0
Parasitized,13682.5,158.0,0,0,0
Parasitized,16541.0,275.5,165.0,71.5,69.5
Parasitized,13239.5,176.5,5.5,2.0,0
Parasitized,16357.0,240.5,0,0,0
Parasitized,16184.0,188.5,6.0,0,0
Parasitized,18565.5,183.5,0,0,0
Parasitized,12389.0,189.5,15.0,7.5,2.0
Parasitized,16110.5,176.5,32.0,8.5,7.0
Parasitized,12847.0,186.5,16.0,11.0,7.0
Parasitized,15697.0,235.0,109.0,2.0,0
Parasitized,15693.5,256.5,192.5,177.5,72.0
Parasitized,16255.5,254.5,8.5,8.5,4.0
Parasitized,12724.5,267.0,41.5,9.0,8.5
Parasitized,12576.5,141.0,116.5,11.5,0
Parasitized,12187.0,322.5,2.0,2.0,0
Parasitized,17168.0,218.0,25.0,4.0,2.0
Parasitized,13678.5,15.0,7.0,5.5,0
Parasitized,12185.0,169.5,2.0,0,0
Parasitized,10136.5,204.0,13.5,2.0,0
Parasitized,149.5,89.0,46.0,10.0,6.0
Parasitized,11861.5,220.0,49.5,36.0,4.0
Parasitized,13883.0,100.0,0,0,0
Parasitized,16302.5,169.5,35.5,0,0
Parasitized,12772.5,217.5,94.0,18.0,17.0
Parasitized,13937.0,108.5,80.5,58.5,4.0
Parasitized,12457.0,246.0,221.0,43.0,22.0
Parasitized,192.5,172.0,63.0,38.0,16.5
Parasitized,15550.0,155.5,13.0,10.0,10.0
Parasitized,12335.0,197.5,12.0,11.0,7.0
Parasitized,19208.5,220.5,30.0,15.5,0
Parasitized,15770.5,125.0,0,0,0
Parasitized,10914.5,147.5,0,0,0
Parasitized,12097.0,290.5,119.0,45.5,5.5
Parasitized,16108.0,185.5,7.0,2.0,0
Parasitized,13924.0,194.5,74.0,5.5,0
Parasitized,19083.0,200.0,5.5,0,0
Parasitized,15016.0,141.5,0,0,0
Parasitized,14340.0,151.5,36.5,7.0,2.0
Parasitized,20802.5,299.5,137.5,10.0,0
Parasitized,420.0,219.0,19.5,14.0,12.5
Parasitized,7801.5,341.0,5.5,0,0
Parasitized,15270.5,230.0,11.0,7.0,2.0
Parasitized,12803.5,599.0,167.0,40.5,0
Parasitized,12443.0,237.5,2.0,0,0
Parasitized,14791.5,209.0,170.5,57.0,4.0
Parasitized,478.5,259.0,36.0,34.5,5.5
Parasitized,13244.0,164.0,20.5,5.5,0
Parasitized,10382.5,165.0,11.5,0,0
Parasitized,41.5,32.0,10.0,7.0,6.0
Parasitized,13700.5,185.0,16.5,7.0,4.0
Parasitized,231.5,194.5,48.0,19.0,11.5
Parasitized,12976.0,158.0,123.0,41.0,34.0
Parasitized,12212.5,152.0,107.5,24.5,21.5
Parasitized,12090.0,138.0,9.5,0,0
Parasitized,10629.5,78.0,22.0,15.5,9.5
Parasitized,15191.0,228.5,17.0,13.0,10.0
Parasitized,10917.5,207.5,0,0,0
Parasitized,12650.0,173.0,0,0,0
Parasitized,9215.5,227.0,12.0,7.0,0
Parasitized,23.0,13.0,5.5,5.5,5.5
Parasitized,16614.0,195.5,46.0,2.0,2.0
Parasitized,16302.5,266.0,14.0,13.5,7.0
Parasitized,9316.5,137.0,4.0,0,0
Parasitized,18314.0,184.5,0,0,0
Parasitized,16160.5,180.5,4.0,4.0,2.0
Parasitized,13212.0,309.0,60.5,25.0,2.0
Parasitized,14801.0,409.5,46.5,2.0,0
Parasitized,15606.0,168.0,147.0,144.5,10.0
Parasitized,7282.5,43.0,7.0,5.5,4.0
Parasitized,13435.5,259.5,140.5,26.5,24.0
Parasitized,172.5,42.0,4.0,2.0,0.5
Parasitized,297.0,230.5,87.0,19.0,8.5
Parasitized,12147.5,308.5,23.0,10.0,0
Parasitized,14789.5,316.5,196.5,19.5,7.0
Parasitized,11045.0,140.0,5.5,0,0
Parasitized,10171.5,277.0,186.5,6.0,2.0
Parasitized,12552.5,107.0,0,0,0
Parasitized,12831.0,168.5,0,0,0
Parasitized,10654.5,183.5,2.0,0,0
Parasitized,10525.5,146.5,26.0,4.0,2.0
Parasitized,11257.5,241.0,0,0,0
Parasitized,855.0,51.5,16.5,4.0,4.0
Parasitized,255.5,56.5,47.0,31.0,29.0
Parasitized,14221.0,148.5,99.5,22.5,6.0
Parasitized,15709.5,148.0,145.0,0,0
Parasitized,12743.5,161.0,72.0,31.5,14.0
Parasitized,17871.5,174.5,6.0,4.0,0
Parasitized,12263.5,193.0,0,0,0
Parasitized,14551.5,148.0,4.0,0,0
Parasitized,14312.0,192.5,19.5,0,0
Parasitized,15075.0,161.0,0,0,0
Parasitized,19974.0,220.5,76.0,2.0,2.0
Parasitized,13777.5,139.0,0,0,0
Parasitized,224.0,26.0,25.0,19.0,10.0
Parasitized,17417.0,2.0,0,0,0
Parasitized,16968.0,190.0,11.5,0,0
Parasitized,198.0,67.5,28.0,26.0,14.0
Parasitized,12372.0,129.5,0,0,0
Parasitized,13942.0,200.0,13.0,10.0,10.0
Parasitized,15021.5,154.0,0,0,0
Parasitized,18196.5,206.0,2.0,0,0
Parasitized,17712.0,262.5,40.0,13.5,12.0
Parasitized,13081.5,166.0,0,0,0
Parasitized,15498.5,194.0,96.5,11.0,4.0
Parasitized,13998.5,161.5,0,0,0
Parasitized,271.5,39.0,5.5,4.0,2.0
Parasitized,7737.5,176.0,7.0,2.0,0
Parasitized,17032.0,281.0,43.5,4.0,2.0
Parasitized,16456.0,238.0,201.0,6.0,0
Parasitized,16475.0,203.5,10.0,0,0
Parasitized,15103.5,173.5,10.0,0,0
Parasitized,13434.5,143.5,95.0,56.0,54.5
Parasitized,16364.5,144.0,107.0,0,0
Parasitized,286.0,180.0,45.5,14.5,13.0
Parasitized,13795.0,246.5,17.0,7.0,7.0
Parasitized,15202.0,205.0,2.0,0,0
Parasitized,12946.5,166.5,108.0,36.0,9.0
Parasitized,17615.0,213.5,10.0,4.0,4.0
Parasitized,6245.0,351.5,12.0,4.0,2.0
Parasitized,13328.5,374.0,61.0,11.5,4.0
Parasitized,8055.5,9.5,7.0,7.0,5.5
Parasitized,10343.0,210.0,4.0,0,0
Parasitized,15782.5,215.5,165.0,9.0,7.0
Parasitized,14770.0,163.0,2.0,0,0
Parasitized,16591.5,264.0,39.5,8.0,7.5
Parasitized,17668.5,221.5,2.0,0,0
Parasitized,230.5,217.5,42.0,31.0,21.0
Parasitized,276.0,54.5,18.5,17.5,14.5
Parasitized,234.5,231.0,33.0,21.5,19.5
Parasitized,14248.5,213.5,25.5,2.0,2.0
Parasitized,7620.5,139.5,0,0,0
Parasitized,7326.5,377.0,0,0,0
Parasitized,7050.0,27.0,13.0,5.5,3.0
Parasitized,12233.0,175.0,27.5,14.5,2.0
Parasitized,10272.5,312.0,231.0,56.5,7.0
Parasitized,15862.0,256.0,36.5,17.0,2.0
Parasitized,15897.5,0,0,0,0
Parasitized,9521.0,232.0,29.5,21.5,2.0
Parasitized,12893.0,269.0,2.0,0.0,0.0
Parasitized,9984.5,254.5,0,0,0
Parasitized,16624.5,160.0,20.5,0,0
Parasitized,14843.5,229.0,11.0,0,0
Parasitized,15344.0,229.5,8.5,5.5,2.0
Parasitized,17009.5,2.0,0,0,0
Parasitized,13579.0,228.5,73.0,21.0,2.0
Parasitized,12119.5,0,0,0,0
Parasitized,12560.5,228.5,12.5,4.0,2.0
Parasitized,14494.0,498.0,23.5,7.0,0
Parasitized,10711.0,1449.5,0,0,0
Parasitized,18797.0,331.5,53.5,37.0,4.0
Parasitized,13961.5,159.0,0,0,0
Parasitized,12835.5,5.5,2.0,2.0,0
Parasitized,155.5,126.5,70.5,26.5,25.5
Parasitized,349.5,15.0,7.0,4.0,2.0
Parasitized,157.5,31.5,15.5,8.5,7.0
Parasitized,16272.0,181.5,90.0,20.5,13.0
Parasitized,356.0,192.5,43.5,10.0,8.0
Parasitized,23078.5,230.5,13.0,8.0,0
Parasitized,16418.5,145.5,65.5,0,0
Parasitized,408.0,201.5,19.0,18.5,12.5
Parasitized,12292.0,193.5,4.0,0,0
Parasitized,12715.5,800.5,128.5,49.0,5.5
Parasitized,15871.5,550.5,25.0,19.5,18.0
Parasitized,10041.0,242.5,203.5,19.5,10.0
Parasitized,12426.0,0,0,0,0
Parasitized,13868.5,238.5,7.0,2.0,0
Parasitized,11203.5,112.5,89.0,5.5,2.0
Parasitized,16100.0,267.0,0,0,0
Parasitized,12604.0,220.5,13.0,0,0
Parasitized,17125.5,0,0,0,0
Parasitized,14885.5,494.5,371.5,26.0,0
Parasitized,144.0,84.0,61.5,37.0,19.5
Parasitized,12672.5,146.5,0,0,0
Parasitized,12552.5,130.0,2.0,0,0
Parasitized,12672.0,93.0,42.5,19.0,0
Parasitized,14180.5,284.5,2.0,0,0
Parasitized,13823.0,0,0,0,0
Parasitized,15367.5,137.5,0,0,0
Parasitized,15863.5,191.5,0,0,0
Parasitized,11362.5,145.0,116.0,6.0,4.0
Parasitized,22534.0,56.5,0,0,0
Parasitized,14042.5,122.5,2.0,2.0,0
Parasitized,14926.5,178.5,149.5,49.5,17.5
Parasitized,11484.5,158.5,137.0,104.0,54.5
Parasitized,16034.5,132.0,4.0,2.0,0
Parasitized,14774.0,201.5,136.5,0,0
Parasitized,12142.5,52.0,37.5,0,0
Parasitized,15820.0,97.0,0,0,0
Parasitized,155.5,90.5,11.5,4.0,2.0
Parasitized,9881.0,188.0,87.0,42.5,12.5
Parasitized,10363.0,238.0,7.0,0,0
Parasitized,15378.5,84.0,25.5,10.0,8.5
Parasitized,13733.5,174.5,12.5,10.0,8.0
Parasitized,10239.5,469.5,244.5,239.0,7.0
Parasitized,18841.5,270.0,0,0,0
Parasitized,10314.5,204.5,0,0,0
Parasitized,14707.5,195.5,136.0,0,0
Parasitized,15824.5,168.5,12.5,0,0
Parasitized,8897.0,133.5,4.0,4.0,0
Parasitized,12282.0,182.5,0,0,0
Parasitized,21214.5,228.5,204.5,17.0,4.0
Parasitized,14880.0,1181.0,9.5,4.0,4.0
Parasitized,14954.0,149.5,0,0,0
Parasitized,204.0,8.5,6.0,5.5,4.0
Parasitized,13642.0,192.5,21.5,8.5,8.5
Parasitized,6801.5,261.0,4.0,0,0
Parasitized,15216.0,170.5,8.5,0,0
Parasitized,38.5,34.0,9.5,8.5,7.0
Parasitized,15788.5,275.0,0.0,0,0
Parasitized,823.5,104.5,17.5,11.5,4.0
Parasitized,15241.0,304.0,130.0,4.0,2.0
Parasitized,11787.0,138.0,0,0,0
Parasitized,13279.0,185.5,17.5,8.5,8.5
Parasitized,45.5,23.0,8.5,3.5,2.0
Parasitized,216.5,26.5,16.0,14.0,11.5
Parasitized,12598.0,209.0,47.5,9.0,0
Parasitized,18616.0,171.5,47.5,44.0,10.0
Parasitized,17113.0,192.0,17.0,9.5,2.0
Parasitized,247.5,63.0,6.0,6.0,5.5
Parasitized,19405.0,158.0,12.0,7.0,0
Parasitized,16089.5,176.0,4.0,0,0
Parasitized,9784.5,145.5,33.5,2.0,0
Parasitized,11682.0,115.0,108.0,0,0
Parasitized,12006.5,243.0,71.0,5.5,0
Parasitized,13745.5,183.0,106.0,10.5,8.5
Parasitized,12955.5,101.0,27.5,2.0,0
Parasitized,423.0,16.0,15.0,10.0,7.0
Parasitized,23342.0,232.0,0,0,0
Parasitized,18705.0,174.0,50.0,26.5,0
Parasitized,12708.0,162.5,0,0,0
Parasitized,16797.5,273.5,198.0,20.5,14.5
Parasitized,11746.5,114.0,55.0,2.0,0
Parasitized,13810.5,164.0,2.0,0,0
Parasitized,13657.0,167.0,127.0,20.0,10.0
Parasitized,17049.0,214.5,13.5,12.0,7.0
Parasitized,14829.5,216.0,13.0,0,0
Parasitized,12392.5,329.0,5.5,2.0,2.0
Parasitized,15072.5,212.0,37.0,18.5,13.0
Parasitized,18249.5,171.5,8.5,0,0
Parasitized,13466.5,125.0,7.0,0,0
Parasitized,13003.5,166.5,43.5,22.0,2.0
Parasitized,8666.5,195.5,0,0,0
Parasitized,13800.5,199.5,14.5,14.0,12.5
Parasitized,14767.0,277.0,7.0,0,0
Parasitized,471.0,274.0,48.0,27.5,25.5
Parasitized,14825.5,193.0,73.5,5.5,0
Parasitized,17356.0,184.0,2.0,2.0,2.0
Parasitized,214.0,99.5,26.5,17.5,14.5
Parasitized,17087.5,190.5,18.0,12.0,2.0
Parasitized,83.0,71.5,45.5,23.5,21.0
Parasitized,16243.0,176.5,34.0,33.0,19.5
Parasitized,10714.0,253.5,69.0,7.0,2.0
Parasitized,17118.5,101.5,7.0,0,0
Parasitized,13699.5,18.0,16.0,8.5,7.0
Parasitized,14074.5,141.0,2.0,0,0
Parasitized,444.0,8.0,5.5,4.0,2.0
Parasitized,21.0,8.5,5.5,4.0,4.0
Parasitized,8.0,4.0,1.5,1.0,0.0
Parasitized,10.0,4.0,4.0,4.0,2.0
Parasitized,24.0,13.0,5.5,4.0,2.0
Parasitized,4.0,2.0,2.0,2.0,0.0
Parasitized,113.5,14.0,7.0,6.0,4.0
Parasitized,223.5,7.0,5.5,4.0,4.0
Parasitized,4.0,3.0,1.0,0.5,0.0
Parasitized,18.5,7.0,6.0,5.5,4.0
Parasitized,4.0,2.0,2.0,2.0,2.0
Parasitized,14.0,9.0,4.0,4.0,2.0
Parasitized,19.0,17.0,4.0,4.0,2.0
Parasitized,333.0,4.0,4.0,2.0,2.0
Parasitized,17785.5,76.5,34.0,5.5,4.0
Parasitized,6.0,4.0,4.0,4.0,4.0
Parasitized,17.5,11.5,4.0,2.0,2.0
Parasitized,7.0,2.0,2.0,2.0,2.0
Parasitized,7.0,4.0,4.0,2.0,2.0
Parasitized,4.0,0.0,0.0,0.0,0.0
Parasitized,82.0,41.5,5.5,4.0,2.0
Parasitized,46.5,9.0,4.0,2.0,2.0
Parasitized,2.0,2.0,2.0,1.0,0.0
Parasitized,11.5,6.0,2.0,2.0,2.0
Parasitized,5.5,2.0,2.0,0.0,0.0
Parasitized,2.0,2.0,2.0,2.0,2.0
Parasitized,10859.5,212.5,2.0,0,0
Parasitized,313.5,15.0,7.0,4.0,2.0
Parasitized,7.0,4.0,2.0,2.0,2.0
Parasitized,4.0,2.0,2.0,0.5,0.0
Parasitized,17633.0,156.5,4.0,0,0
Parasitized,4.0,4.0,4.0,2.0,2.0
Parasitized,325.5,99.0,14.5,6.0,5.5
Parasitized,6.0,6.0,4.0,4.0,2.0
Parasitized,6.0,4.0,2.0,2.0,2.0
Parasitized,16011.5,330.5,176.0,22.5,21.0
Parasitized,17102.5,41.5,5.5,2.0,0
Parasitized,12657.5,389.0,255.5,207.0,171.0
Parasitized,18514.0,530.5,0,0,0
Parasitized,301.5,48.5,38.5,11.0,5.5
Parasitized,16629.0,364.0,189.0,13.5,11.0
Parasitized,15264.5,107.5,0,0,0
Parasitized,12339.0,8.5,4.0,0,0
Parasitized,17951.0,435.0,0,0,0
Parasitized,12821.5,19.0,18.5,14.0,10.0
Parasitized,16520.5,17.0,7.5,4.0,2.0
Parasitized,229.5,222.5,15.0,6.0,5.5
Parasitized,195.0,168.5,85.5,13.5,12.5
Parasitized,15247.0,170.0,4.0,4.0,2.0
Parasitized,18230.5,176.0,0,0,0
Parasitized,12257.0,351.0,2.0,2.0,2.0
Parasitized,13356.0,309.0,0,0,0
Parasitized,18540.0,404.5,168.0,48.5,32.0
Parasitized,20720.5,213.5,83.5,4.0,0.0
Parasitized,11556.5,282.0,185.0,10.0,2.0
Parasitized,25299.0,307.0,0,0,0
Parasitized,17533.0,59.5,41.0,21.5,8.5
Parasitized,14976.0,394.0,8.0,4.0,2.0
Parasitized,632.0,103.5,21.0,10.0,10.0
Parasitized,19158.5,4.0,4.0,0,0
Parasitized,16646.0,499.5,190.0,16.0,4.0
Parasitized,14333.0,186.5,8.5,4.0,2.0
Parasitized,12686.5,336.5,0,0,0
Parasitized,14236.5,126.5,86.0,18.5,16.0
Parasitized,12685.5,21.0,8.5,2.0,0
Parasitized,38.5,29.5,25.5,4.0,2.0
Parasitized,235.0,30.5,10.0,10.0,6.0
Parasitized,11447.5,322.5,0,0,0
Parasitized,10270.5,25.5,10.0,4.0,2.0
Parasitized,14509.5,0,0,0,0
Parasitized,15991.0,11.5,9.0,2.0,2.0
Parasitized,15644.5,107.5,5.5,0.0,0
Parasitized,17767.0,87.5,0,0,0
Parasitized,11508.5,0,0,0,0
Parasitized,17375.5,0,0,0,0
Parasitized,16329.5,97.5,0,0,0
Parasitized,15537.5,63.0,0,0,0
Parasitized,15889.0,51.5,0.0,0,0
Parasitized,10214.0,46.0,19.0,8.5,0
Parasitized,8645.0,0,0,0,0
Parasitized,15002.5,9.0,0,0,0
Parasitized,16248.0,616.5,2.0,0,0
Parasitized,18681.0,127.5,0,0,0
Parasitized,10824.5,0,0,0,0
Parasitized,13818.5,175.5,0,0,0
Parasitized,13370.5,154.0,0,0,0
Parasitized,12650.5,0,0,0,0
Parasitized,16539.5,164.0,0,0,0
Parasitized,18999.0,157.0,54.5,52.5,19.5
Parasitized,15506.5,0,0,0,0
Parasitized,16131.5,18.0,10.5,0,0
Parasitized,14527.0,168.5,7.0,0,0
Parasitized,19649.0,47.0,4.0,2.0,2.0
Parasitized,15372.5,169.0,0,0,0
Parasitized,14879.0,94.0,0,0,0
Parasitized,16764.5,144.0,0,0,0
Parasitized,18383.0,0,0,0,0
Parasitized,14278.0,184.0,0,0,0
Parasitized,14790.0,25.0,17.5,8.5,5.5
Parasitized,15123.0,141.0,0,0,0
Parasitized,17638.0,103.5,98.5,0,0
Parasitized,14898.0,134.5,9.5,0,0
Parasitized,15061.5,142.5,30.5,0.0,0
Parasitized,14162.0,190.5,5.5,2.0,0
Parasitized,17008.5,178.5,0,0,0
Parasitized,9579.0,8.5,2.0,0,0
Parasitized,13178.5,505.5,0,0,0
Parasitized,10538.5,0,0,0,0
Parasitized,15036.0,7.0,2.0,0,0
Parasitized,16603.0,21.0,18.0,0,0
Parasitized,18898.5,39.0,2.0,0,0
Parasitized,10283.5,146.5,0,0,0
Parasitized,11515.5,202.0,2.0,1.0,0.0
Parasitized,17534.0,110.5,10.0,0,0
Parasitized,8768.5,276.5,0,0,0
Parasitized,13199.0,254.0,0,0,0
Parasitized,12662.5,149.0,2.0,0,0
Parasitized,13020.5,212.0,0,0,0
Parasitized,11700.5,117.5,112.0,2.0,0
Parasitized,14890.5,180.5,0,0,0
Parasitized,16100.5,149.5,0,0,0
Parasitized,13541.0,134.5,0,0,0
Parasitized,12066.0,129.5,0,0,0
Parasitized,11467.0,160.5,7.0,4.0,2.0
Parasitized,13429.5,168.0,136.5,24.0,23.0
Parasitized,12503.0,98.0,93.0,0,0
Parasitized,14674.5,67.0,48.5,0,0
Parasitized,9872.0,137.0,0,0,0
Parasitized,15575.5,239.5,4.0,0,0
Parasitized,15307.0,145.0,48.5,0,0
Parasitized,13829.5,123.5,75.5,24.5,2.0
Parasitized,13175.5,156.0,0,0,0
Parasitized,13116.0,174.0,0,0,0
Parasitized,12551.0,89.0,0,0,0
Parasitized,11891.5,88.0,77.0,24.0,0
Parasitized,12782.0,68.0,61.0,19.5,0
Parasitized,13408.5,149.5,0.0,0.0,0
Parasitized,14297.5,194.5,0,0,0
Parasitized,13686.0,72.5,56.0,0,0
Parasitized,11658.0,117.5,23.5,0,0
Parasitized,11621.5,151.5,0.0,0,0
Parasitized,14412.5,161.5,0,0,0
Parasitized,13493.0,176.5,0,0,0
Parasitized,8871.0,123.5,2.0,2.0,0
Parasitized,14266.0,111.0,49.5,0,0
Parasitized,15483.0,153.5,0,0,0
Parasitized,17705.5,195.5,0,0,0
Parasitized,10722.5,162.0,0,0,0
Parasitized,12945.5,108.5,0,0,0
Parasitized,16801.5,161.0,0,0,0
Parasitized,12963.5,138.5,8.5,0,0
Parasitized,17455.5,141.0,0,0,0
Parasitized,12557.0,342.0,88.0,7.0,4.0
Parasitized,15922.0,151.5,0,0,0
Parasitized,15123.0,180.5,69.0,0,0
Parasitized,15074.5,201.0,4.0,0,0
Parasitized,14936.0,143.0,2.0,0,0
Parasitized,15873.5,151.5,2.0,0,0
Parasitized,14307.0,182.0,0,0,0
Parasitized,16398.0,168.0,47.5,4.0,4.0
Parasitized,15510.0,120.5,48.0,0,0
Parasitized,16188.5,147.5,0,0,0
Parasitized,10818.5,128.0,37.0,4.0,0
Parasitized,14304.5,125.0,0,0,0
Parasitized,9443.5,122.5,0,0,0
Parasitized,15304.0,160.5,2.0,2.0,0
Parasitized,15674.0,128.0,49.5,0,0
Parasitized,11912.0,134.5,0,0,0
Parasitized,14546.5,295.0,14.5,2.0,0
Parasitized,16214.0,0,0,0,0
Parasitized,12247.5,113.0,75.5,0,0
Parasitized,15532.0,83.0,75.5,0,0
Parasitized,17770.5,107.5,0,0,0
Parasitized,11723.0,159.5,113.5,10.0,2.0
Parasitized,16377.5,154.5,0,0,0
Parasitized,14138.0,154.5,0,0,0
Parasitized,12409.0,116.0,0,0,0
Parasitized,203.5,69.0,55.0,8.5,4.0
Parasitized,10.0,10.0,8.5,8.5,4.0
Parasitized,16080.0,5.5,0,0,0
Parasitized,16064.0,162.0,2.0,2.0,0
Parasitized,13694.5,95.0,7.0,4.0,4.0
Parasitized,18431.0,185.0,0,0,0
Parasitized,8401.0,318.5,209.0,112.0,72.0
Parasitized,13956.0,221.0,2.0,2.0,2.0
Parasitized,15955.0,215.0,89.0,36.5,18.5
Parasitized,344.0,11.0,10.0,7.0,2.0
Parasitized,22.0,11.5,5.5,5.5,4.0
Parasitized,362.5,255.5,28.5,22.5,11.5
Parasitized,10.0,6.0,4.0,2.0,2.0
Parasitized,15269.0,0,0,0,0
Parasitized,9910.5,0,0,0,0
Parasitized,845.0,162.0,12.0,6.0,2.0
Parasitized,14170.0,373.0,35.0,7.0,2.0
Parasitized,18387.5,340.5,23.5,22.5,15.0
Parasitized,321.5,77.0,45.0,12.5,9.0
Parasitized,11448.5,200.0,0,0,0
Parasitized,10602.0,103.5,4.0,2.0,0
Parasitized,12127.5,80.0,0,0,0
Parasitized,11252.0,146.0,0,0,0
Parasitized,12066.0,4.0,0,0,0
Parasitized,13176.5,161.5,0,0,0
Parasitized,10592.5,121.0,0,0,0
Parasitized,11935.0,85.0,0,0,0
Parasitized,10734.0,110.0,0,0,0
Parasitized,14442.5,13.5,7.5,5.5,2.0
Parasitized,10127.0,0,0,0,0
Parasitized,9772.0,106.5,0,0,0
